"","Name","Adjusted","Year","Biomass_est","Biomass_lo","Biomass_hi","Catch_est","Catch_lo","Catch_hi","Status"
"1","Atrina","MT",2000,4944.50714,4797.479742,6910.488465,4.27,NA,NA,"No MPA"
"2","Atrina","MT",2005,5928.219353,5357.893507,8122.445723,370.918,NA,NA,"No MPA"
"3","Atrina","MT",2006,6965.954539,5896.695126,8977.253491,460.838,NA,NA,"No MPA"
"4","Atrina","MT",2007,7848.262823,6479.536099,9689.750774,926.882,NA,NA,"No MPA"
"5","Atrina","MT",2008,8416.005443,6897.491908,9700.748134,499.08,NA,NA,"No MPA"
"6","Atrina","MT",2009,9003.08854,7248.849854,9745.703237,304.792,NA,NA,"No MPA"
"7","Atrina","MT",2010,9520.642759,7652.768075,10777.3487,383.414,NA,NA,"No MPA"
"8","Atrina","MT",2011,10281.93509,8300.821947,12099.45655,645.136,NA,NA,"No MPA"
"9","Atrina","MT",2012,11026.56894,8899.760389,13457.40833,564.416,NA,NA,"No MPA"
"10","Atrina","MT",2013,11734.9025,9425.084591,14681.37616,1025.9842,NA,NA,"No MPA"
"11","Atrina","MT",2014,12183.99855,9688.050218,15634.8364,414.95,NA,NA,"No MPA"
"12","Atrina","MT",2015,12751.52371,9882.359997,16670.23518,381.228,NA,NA,"No MPA"
"13","Atrina","MT_20",2000,6228.786036,6057.564471,8721.199424,5.124,NA,NA,"No MPA"
"14","Atrina","MT_20",2005,7357.062092,6763.472744,10117.02522,445.1016,NA,NA,"No MPA"
"15","Atrina","MT_20",2006,8563.642419,7425.793778,11177.65901,553.0056,NA,NA,"No MPA"
"16","Atrina","MT_20",2007,9781.554544,8158.00928,12104.14655,1112.2584,NA,NA,"No MPA"
"17","Atrina","MT_20",2008,10604.44382,8667.065069,12164.41281,598.896,NA,NA,"No MPA"
"18","Atrina","MT_20",2009,11336.22522,9125.112455,12283.34648,365.7504,NA,NA,"No MPA"
"19","Atrina","MT_20",2010,12049.51885,9639.466643,13684.21747,460.0968,NA,NA,"No MPA"
"20","Atrina","MT_20",2011,13043.01643,10446.33792,15419.56057,774.1632,NA,NA,"No MPA"
"21","Atrina","MT_20",2012,14019.31085,11245.75335,17141.68798,677.2992,NA,NA,"No MPA"
"22","Atrina","MT_20",2013,14925.00095,11901.75807,18776.06356,1231.18104,NA,NA,"No MPA"
"23","Atrina","MT_20",2014,15621.66909,12172.717,20060.63755,497.94,NA,NA,"No MPA"
"24","Atrina","MT_20",2015,16356.41648,12505.36604,21333.57609,457.4736,NA,NA,"No MPA"
"25","Atrina","MT_40",2000,7354.156587,7148.082121,10282.57319,5.978,NA,NA,"No MPA"
"26","Atrina","MT_40",2005,8706.265784,7981.760905,12076.98834,519.2852,NA,NA,"No MPA"
"27","Atrina","MT_40",2006,10115.78406,8782.019533,13316.60662,645.1732,NA,NA,"No MPA"
